연번,도로명주소,지번주소,위도,경도,건물명,구 명칭,전화번호,유형,개방시간,소재지 용도,화장실 현황,장애인화장실 현황,편의시설 (기타설비),안내표지,소재지,비고
1027,서울특별시 서초구 남부순환로 2610,서울특별시 서초구 양재동 11-13,127.0361483,37.48452435,양재1동주민센터,서초구,02-2155-6737,공공개방,"정시(09:00~18:00, 평일만)",공공청사,"남1, 여1", , , , , 
1065,서울특별시 서초구 양재대로2길 100-30,서울특별시 서초구 우면동 761,127.0161953,37.4573094,SK네트웍스(주) 연우주유소,서초구,02-2155-6737,공중,상시(연중 개방),주유소및충전소,"남1, 여1",손건조기, , , , 
1066,서울특별시 서초구 헌릉로 210,서울특별시 서초구 내곡동 398,127.0628153,37.45529873,내곡주유소,서초구,02-2155-6737,공중,상시(연중 개방),주유소및충전소,"남1, 여1", , , , , 
1067,"서울특별시 서초구 양재대로 173, E동 (양재동, 톨게이트주유소)",서울특별시 서초구 양재동 216-6,127.0373286,37.46252024,대신석유(주) 대우주유소,서초구,02-2155-6737,공중,상시(연중 개방),주유소및충전소,"남1, 여1",손건조기, , , , 
1068,서울특별시 서초구 방배로 151,서울특별시 서초구 방배동 936-12,126.9935423,37.48717231,(주)대신성에너지,서초구,02-2155-6737,공중,상시(연중 개방),주유소및충전소,"남1, 여1", , , , , 
1069,서울특별시 서초구 남부순환로 2391,서울특별시 서초구 서초동 1464-17,127.0119599,37.48055044,SK네트웍스(주)전당앞주유소,서초구,02-2155-6737,공중,상시(연중 개방),주유소및충전소,"남1, 여1",손건조기, , , , 
1070,서울특별시 서초구 바우뫼로 124,서울특별시 서초구 양재동 106-5,127.0348363,37.47532535,골드주유소,서초구,02-2155-6737,공중,상시(연중 개방),주유소및충전소,"남1, 여1", , , , , 
1071,서울특별시 서초구 반포대로 142,서울특별시 서초구 서초동 1719-2,127.0076546,37.4927573,대신석유(주) 서원주유소,서초구,02-2155-6737,공중,상시(연중 개방),주유소및충전소,"남1, 여1",핸드타올, , , , 
1072,서울특별시 서초구 남부순환로 2451,서울특별시 서초구 서초동 1426-13,127.0185633,37.48260012,대성석유(주)연일주유소,서초구,02-2155-6737,공중,상시(연중 개방),주유소및충전소,"남1, 여1", , , , , 
1073,서울특별시 서초구 사평대로 364,서울특별시 서초구 서초동 1303,127.0231813,37.50372945,경일석유(주)직영삼방주유소,서초구,02-2155-6737,공중,상시(연중 개방),주유소및충전소,"남1, 여1",손건조기, , , , 
1074,서울특별시 서초구 반포대로 284,서울특별시 서초구 반포동 19-2,127.0018044,37.50463594,강남주유소,서초구,02-2155-6737,공중,상시(연중 개방),주유소및충전소,"남1, 여1",손건조기, , , , 
1075,서울특별시 서초구 사평대로 350,서울특별시 서초구 서초동 1302,127.0214961,37.50327705,SK네트웍스(주)사평로주유소,서초구,02-2155-6737,공중,상시(연중 개방),주유소및충전소,"남1, 여1", , , , , 
1076,서울특별시 서초구 과천대로 838,서울특별시 서초구 방배동 2833,126.9879535,37.46683034,(주)대농석유 남태령주유소,서초구,02-2155-6737,공중,상시(연중 개방),주유소및충전소,"남1, 여1", , , , , 
1077,서울특별시 서초구 헌릉로 48,서울특별시 서초구 양재동 229-7,127.0469759,37.46206821,(주)농협유통하나로주유소,서초구,02-2155-6737,공중,상시(연중 개방),주유소및충전소,"남1, 여1",손건조기, , , , 
1078,"서울특별시 서초구 양재대로12길 73-71, 주유대동 (원지동, 만남의 광장)",서울특별시 서초구 원지동 10-16,127.0426085,37.45964218,만남의광장휴게소,서초구,02-2155-6737,공공개방,상시(연중 개방),교통시설,"남1, 여1,(별도장애인실 남,여)","기저귀교환대,유아용보호의자,비상벨,손건조기", , , , 
1079,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,127.008882,37.4777041,국립국악원(누리동),서초구,02-2155-6737,공공개방,정시(09:00~18:00),공용시설,"남1, 여1,(별도장애인실 남,여)","기저귀교환대,비상벨,핸드타올", , , , 
1080,서울특별시 서초구 효령로 292,서울특별시 서초구 서초동 1446-1,127.0148801,37.48444216,서울남부터미널,서초구,02-2155-6737,공공개방,상시(연중 개방),교통시설,"남1, 여1","귀저귀교환대, 유아용보호의자, 손건조기", , , , 
1081,서울특별시 서초구 신반포로 190,서울특별시 서초구 반포동 19-5,127.0051676,37.50595907,센트럴시티고속터미널,서초구,02-2155-6737,공공개방,상시(연중 개방),교통시설,"남1, 여1,(별도장애인실 남,여)","귀저귀교환대, 유아용보호의자, 손건조기", , , , 
1082,서울특별시 서초구 서초중앙로 164,서울특별시 서초구 서초동 1699-3,127.0133646,37.4963627,신한국빌딩,서초구,02-2155-6737,민간개방1,정시(09:00~21:00),빌딩,"남1, 여1",손건조기, , , , 
1083,서울특별시 서초구 서초대로 275,서울특별시 서초구 서초동 1716-4,127.0116254,37.49339364,중앙빌딩,서초구,02-2155-6737,민간개방1,정시(09:00~21:00),빌딩,"남1, 여1", , , , , 
1084,서울특별시 서초구 법원로2길 15,서울특별시 서초구 서초동 1713-6,127.0123827,37.49416704,길도빌딩,서초구,02-2155-6737,민간개방1,정시(09:00~21:00),빌딩,"남1, 여1", , , , , 
1085,서울특별시 서초구 강남대로 305,서울특별시 서초구 서초동 1338-20,127.0306037,37.49018641,현대렉시온,서초구,02-2155-6737,민간개방1,정시(09:00~21:00),빌딩,"남1, 여1", , , , , 
1086,서울특별시 서초구 강남대로 359,서울특별시 서초구 서초동 1328-11,127.0285943,37.49479616,도씨에빛2,서초구,02-2155-6737,민간개방1,정시(09:00~21:00),빌딩,"남1, 여1", , , , , 
1087,서울특별시 서초구 강남대로 365,서울특별시 서초구 서초동 1328-7,127.0283337,37.49532035,도씨에빛1,서초구,02-2155-6737,민간개방1,정시(09:00~21:00),빌딩,"남1, 여1","유아용보호의자,비상벨,손건조기", , , , 
1088,서울특별시 서초구 서초대로 398,서울특별시 서초구 서초동 1321-11,127.0250862,37.49663211,플래티넘타워,서초구,02-2155-6737,민간개방1,정시(09:00~21:00),빌딩,"남1, 여1","비상벨, 손건조기", , , , 
1089,서울특별시 서초구 서초대로 320,서울특별시 서초구 서초동 1674-4,127.0165608,37.49421568,하림빌딩,서초구,02-2155-6737,민간개방1,정시(09:00~21:00),빌딩,"남1, 여1", , , , , 
1090,서울특별시 서초구 강남대로 419,서울특별시 서초구 서초동 1306-6,127.0261956,37.49979929,파고다타워빌딩,서초구,02-2155-6737,민간개방1,정시(09:00~22:00),빌딩,"남1, 여1","비상벨, 손건조기", , , , 
1091,서울특별시 서초구 강남대로 465,서울특별시 서초구 서초동 1303-22,127.0240941,37.50375336,교보타워,서초구,02-2155-6737,민간개방1,정시(09:00~22:00),빌딩,"남1, 여1,(별도장애인실 남,여)","기저귀교환대,유아용보호의자,비상벨,손건조기", , , , 
1092,서울특별시 서초구 강남대로 381,서울특별시 서초구 서초동 1319-12,127.0276774,37.4966819,두산베어스타워빌딩,서초구,02-2155-6737,민간개방1,정시(09:00~21:00),빌딩,"남1, 여1", , , , , 
1093,서울특별시 서초구 방배중앙로 131,서울특별시 서초구 방배동 821-1,126.9869092,37.4909048,방배뒷벌공원 공중화장실,서초구,02-2155-6737,공중,상시(연중 개방),공원,"남1, 여1","기저귀교환대,유아용보호의자,비상벨,손건조기", , , , 
1094,서울특별시 서초구 남부순환로 2103,서울특별시 서초구 방배동 445-3,126.9825197,37.47682225,방배쉼터 공중화장실,서초구,02-2155-6737,공중,상시(연중 개방),공원,"남1, 여1","기저귀교환대,유아용보호의자,비상벨,손건조기", , , , 
1095,서울특별시 서초구 효령로 317,서울특별시 서초구 서초동 1603-55,127.0187125,37.4859929,대한건축사협회,서초구,02-2155-6737,민간개방1,"정시(09:00~18:00, 평일만)",빌딩,"남1, 여1,(별도장애인실 남,여)",손건조기, , , , 
1096,서울특별시 서초구 서초대로52길 28,서울특별시 서초구 서초동 1657-7,127.0144302,37.49250634,대성빌딩,서초구,02-2155-6737,민간개방1,정시(09:00~21:00),빌딩,"남1, 여1",손건조기, , , , 
1097,서울특별시 서초구 서초대로 396,서울특별시 서초구 서초동 1321,127.0247439,37.4965574,강남빌딩,서초구,02-2155-6737,민간개방1,정시(09:00~21:00),빌딩,"남1, 여1", , , , , 
1098,서울특별시 서초구 강남대로 309,서울특별시 서초구 서초동 1338-21,127.0302529,37.49040046,코리아비지니스센타,서초구,02-2155-6737,민간개방1,정시(09:00~21:00),빌딩,"남1, 여1",핸드타올, , , , 
1099,서울특별시 서초구 사임당로 26,서울특별시 서초구 서초동 1597-1,127.0129435,37.48764145,신영빌딩,서초구,02-2155-6737,민간개방1,정시(09:00~21:00),빌딩,"남1, 여1", , , , , 
1100,서울특별시 서초구 서초중앙로 69,서울특별시 서초구 서초동 1598-3,127.0142967,37.48783423,서초르네상스오피스텔,서초구,02-2155-6737,민간개방1,정시(09:00~21:00),빌딩,"남1, 여1",손건조기, , , , 
1101,서울특별시 서초구 서초중앙로 63,서울특별시 서초구 서초동 1599-11,127.0144498,37.48732405,리더스빌딩,서초구,02-2155-6737,민간개방1,정시(09:00~21:00),빌딩,"남1, 여1", , , , , 
1142,서울특별시 강남구 남부순환로 2936,서울특별시 강남구 대치동 507,127.0618981,37.49334608,윈플러스상가,강남구,02-3423-5963,민간개방,상시,상가(시장), , , , , , 
1143,서울특별시 강남구 삼성로 150,서울특별시 강남구 대치동  511,127.0673326,37.49338909,극동교회,강남구,02-3423-5963,민간개방1,상시,종교시설, , , , , , 
1144,서울특별시 강남구 남부순환로 2913,서울특별시 강남구 대치동 629,127.058509,37.49275001,동하빌딩,강남구,02-3423-5963,민간개방1,정시,빌딩, , , , , , 
1145,서울특별시 강남구 삼성로85길 25,서울특별시 강남구 대치동 894-6,127.0552186,37.50455786,충무성결교회,강남구,02-3423-5963,민간개방1,정시,종교시설, , , , , , 
1146,서울특별시 강남구 테헤란로84길 17,서울특별시 강남구 대치동 943-16,127.0589317,37.50608433,영광빌딩,강남구,02-3423-5963,민간개방1,상시,빌딩, , , , , , 
1147,서울특별시 강남구 테헤란로88길 10,서울특별시 강남구 대치동 943-24,127.0594512,37.50683844,메트로칸 오피스텔,강남구,02-3423-5963,민간개방1,정시,빌딩,"남1,여1", , , , , 
1148,서울특별시 강남구 테헤란로 514,서울특별시 강남구 대치동 944,127.0597428,37.50742148,삼흥2빌딩,강남구,02-3423-5963,민간개방1,정시,빌딩, , , , , , 
1149,서울특별시 강남구 테헤란로 518,서울특별시 강남구 대치동 944-31,127.0605666,37.50758607,섬유센터,강남구,02-3423-5963,민간개방1,정시,빌딩,"남1,여1", , , , , 
1150,서울특별시 강남구 테헤란로 522,서울특별시 강남구 대치동 945-1,127.0613313,37.50790005,홍우빌딩,강남구,02-3423-5963,민간개방1,정시,빌딩, , , , , , 
1151,서울특별시 강남구 테헤란로 411,서울특별시 강남구 삼성동 142-37,127.0508494,37.50548944,성담빌딩,강남구,02-3423-5963,민간개방1,정시,빌딩,"남1,여1", , , , , 
1152,"서울특별시 강남구 봉은사로 474, B동 (삼성동, 쌍용 플래티넘)",서울특별시 강남구 삼성동 117,127.0520201,37.51237776,쌍용플래티넘,강남구,02-3423-5963,민간개방1,정시,빌딩,"남2,여1", , , , , 
1153,서울특별시 강남구 도곡로 142,서울특별시 강남구 도곡동 552-5,127.0357647,37.49055563,진양까스,강남구,02-3423-5963,공중,상시,주유소및충전소,남1, , , , , 
1154,서울특별시 강남구 남부순환로 2615,서울특별시 강남구 도곡동 산 957-10,127.0358542,37.48518848,도곡스타클래스,강남구,02-3423-5963,민간개방1,상시,빌딩,"남2,여1", , , , , 
1155,서울특별시 강남구 남부순환로 2653,서울특별시 강남구 도곡동 907-41,127.0402315,37.48594507,KT양재지사,강남구,02-3423-5963,민간개방,정시,빌딩, , , , , , 
1156,서울특별시 강남구 선릉로 225,서울특별시 강남구 도곡동 527-3,127.0526699,37.49534711,도곡렉슬상가,강남구,02-3423-5963,민간개방,상시,상가(시장),"남2,여1", , , , , 
1157,서울특별시 강남구 논현로 152,서울특별시 강남구 도곡동 515-7,127.0427767,37.48335598,유진 주유소,강남구,02-3423-5963,공중,상시,주유소및충전소, , , , , , 
1158,서울특별시 강남구 언주로 201,서울특별시 강남구 도곡동 168,127.0487604,37.48842312,SK리더스뷰,강남구,02-3423-5963,민간개방1,정시,빌딩,"남1,여1", , , , , 
1159,"서울특별시 강남구 남부순환로379길 14, 3동 (도곡동, 삼성아파트)",서울특별시 강남구 도곡동 161,127.0463836,37.48875414,삼성아파트 상가,강남구,02-3423-5963,민간개방,상시,상가(시장), , , , , , 
1160,서울특별시 강남구 테헤란로114길 38,서울특별시 강남구 대치동 1004,127.0669332,37.50705533,동일타워,강남구,02-3423-5963,민간개방1,상시,빌딩, , , , , , 
1161,서울특별시 강남구 테헤란로 534,서울특별시 강남구 대치동 946-21,127.0627826,37.50803376,글라스타워,강남구,02-3423-5963,민간개방1,정시,빌딩, , , , , , 
1162,서울특별시 강남구 압구정로 108,서울특별시 강남구 신사동 528-3,127.0205807,37.52288264,덕산빌딩,강남구,02-3423-5963,민간개방1,상시,빌딩, , , , , , 
1163,서울특별시 강남구 강남대로 616,서울특별시 강남구 신사동 501-1,127.0197901,37.51685717,신사미타워,강남구,02-3423-5963,민간개방1,상시,빌딩,여1, , , , , 
1164,서울특별시 강남구 봉은사로 612,서울특별시 강남구 삼성동 161,127.0621332,37.51427622,광동한방병원,강남구,02-3423-5963,민간개방,정시,빌딩, , , , , , 
1165,서울특별시 강남구 영동대로 235,서울특별시 강남구 대치동 994,127.0671713,37.50004683,은마 주유소,강남구,02-3423-5963,공중,상시,주유소및충전소, , , , , , 
1166,서울특별시 강남구 남부순환로 3154,서울특별시 강남구 대치동 21-1,127.0756584,37.49776133,남서울가스,강남구,02-3423-5963,공중,상시,주유소및충전소, , , , , , 
1167,서울특별시 강남구 선릉로 227,서울특별시 강남구 도곡동 538-1,127.052718,37.49583637,진달래(아) 상가,강남구,02-3423-5963,민간개방,정시,상가(시장), , , , , , 
1168,서울특별시 강남구 도곡로 208,서울특별시 강남구 도곡동 543-3,127.0419511,37.49223767,진달래 주유소,강남구,02-3423-5963,공중,정시,주유소및충전소, , , , , , 
1169,서울특별시 강남구 도곡로 194,서울특별시 강남구 도곡동 544-7,127.0406585,37.49197898,농협중앙회 도곡동지점,강남구,02-3423-5963,민간개방1,정시,빌딩, , , , , , 
1170,서울특별시 강남구 강남대로 292,서울특별시 강남구 도곡동 943,127.0321835,37.48937412,대신증권㈜,강남구,02-3423-5963,민간개방1,정시,빌딩,"남1,여1", , , , , 
1171,서울특별시 강남구 강남대로 272,서울특별시 강남구 도곡동 949-2,127.03292,37.4878,도곡푸르지오102동,강남구,02-3423-5963,민간개방1,상시,빌딩, , , , , , 
1172,서울특별시 강남구 삼성로 563,서울특별시 강남구 삼성동 119-18,127.0536041,37.51171338,GS칼텍스㈜삼성로점,강남구,02-3423-5963,공중,정시,주유소및충전소,"남1,여1", , , , , 
1173,서울특별시 강남구 삼성로 517,서울특별시 강남구 삼성동 144-14,127.0551832,37.50797329,채널리저브,강남구,02-3423-5963,민간개방1,상시,빌딩, , , , , , 
1174,서울특별시 강남구 테헤란로 625,서울특별시 강남구 삼성동 170-9,127.0660372,37.51014561,덕명빌딩,강남구,02-3423-5963,민간개방1,정시,빌딩, , , , , , 
1175,서울특별시 강남구 봉은사로 413,서울특별시 강남구 삼성동 37-22,127.0452263,37.51101426,백영삼릉빌딩,강남구,02-3423-5963,민간개방1,정시,빌딩, , , , , , 
1176,서울특별시 강남구 삼성로 605,서울특별시 강남구 삼성동 51,127.052702,37.51347926,스타벅스,강남구,02-3423-5963,민간개방,정시,상가(시장), , , , , , 
1177,서울특별시 강남구 도산대로 529,서울특별시 강남구 청담동 125-17,127.0512973,37.52508551,원앙빌딩(한국마사회강남지점),강남구,02-3423-5963,민간개방1,정시,빌딩,"남1,여1", , , , , 
1178,서울특별시 강남구 역삼로 310,서울특별시 강남구 역삼동 755,127.0484062,37.49923185,한솔필리아,강남구,02-3423-5963,민간개방1,정시,빌딩,"남1,여1", , , , , 
1179,서울특별시 강남구 논현로 507,서울특별시 강남구 역삼동 642-8,127.0361419,37.50157543,성지하이츠 3차 오피스텔,강남구,02-3423-5963,민간개방1,상시,빌딩, , , , , , 
1180,서울특별시 강남구 압구정로29길 68,서울특별시 강남구 압구정동 455,127.0291676,37.53253127,주구 2상가,강남구,02-3423-5963,민간개방,상시,상가(시장), , , , , , 
1181,서울특별시 강남구 압구정로29길 68,서울특별시 강남구 압구정동 455,127.0291676,37.53253127,주구 1상가,강남구,02-3423-5963,민간개방,상시,상가(시장), , , , , , 
1102,서울특별시 서초구 서초대로 356,서울특별시 서초구 서초동 1678-4,127.0202231,37.49540916,서초지웰타워,서초구,02-2155-6737,민간개방1,정시(05:30~24:00),빌딩,"남1, 여1",손건조기, , , , 
1103,서울특별시 서초구 강남대로 423,서울특별시 서초구 서초동 1306-2,127.02599,37.50028989,한승빌딩,서초구,02-2155-6737,민간개방1,정시(09:00~21:00),빌딩,"남1, 여1,(별도장애인실 남,여)","기저귀교환대,유아용보호의자,핸드타올", , , , 
1104,서울특별시 서초구 강남대로61길 19,서울특별시 서초구 서초동 1316-17,127.0247034,37.49852224,대우벨라체,서초구,02-2155-6737,민간개방1,상시,빌딩,"남1, 여1",손건조기, , , , 
1105,서울특별시 서초구 서초대로73길 12,서울특별시 서초구 서초동 1317-32,127.0257181,37.4985465,세계빌딩,서초구,02-2155-6737,민간개방1,상시,빌딩,"남1, 여1",기저귀교환대, , , , 
1106,서울특별시 서초구 바우뫼로 195,서울특별시 서초구 양재동 5-10,127.040592,37.4797808,남서울농협,서초구,02-2155-6737,민간개방1,정시(08:00~21:00),빌딩,"남1, 여1",손건조기, , , , 
1107,서울특별시 서초구 방배천로 42,서울특별시 서초구 방배동 453-29,126.9826828,37.48028864,방배동빌딩,서초구,02-2155-6737,민간개방,정시(09:00~21:00),상가(시장),"남1, 여1", , , , , 
1108,서울특별시 서초구 방배천로 10,서울특별시 서초구 방배동 450-16,126.9830789,37.47738791,동화빌딩,서초구,02-2155-6737,민간개방1,정시(09:00~21:00),빌딩,"남1, 여1", , , , , 
1109,서울특별시 서초구 신반포로 100,서울특별시 서초구 반포동 18-4,126.9956774,37.50308197,신반포역 상가,서초구,02-2155-6737,민간개방1,정시(08:00~24:00),빌딩,"남1, 여1,(별도장애인실 남,여)",핸드타올, , , , 
1110,서울특별시 서초구 동작대로 204,서울특별시 서초구 방배동 765-11,126.9832697,37.49468563,청남빌딩,서초구,02-2155-6737,민간개방1,정시(09:00~21:00),빌딩,"남1, 여1",손건조기, , , , 
1111,서울특별시 서초구 방배로 82,서울특별시 서초구 방배동 908-12,126.997796,37.48182578,유경빌딩,서초구,02-2155-6737,민간개방1,정시(09:00~21:00),빌딩,"남1, 여1", , , , , 
1112,서울특별시 서초구 방배로 131,서울특별시 서초구 방배동 935-34,126.9943762,37.48561352,외환은행 방배사옥,서초구,02-2155-6737,민간개방1,"정시(09:00~18:00, 평일만)",빌딩,"남1, 여1", , , , , 
1113,서울특별시 서초구 서초대로 94,서울특별시 서초구 방배동 937-1,126.9926997,37.48693627,(주)포탈하이웨이,서초구,02-2155-6737,민간개방1,상시,빌딩,"남1, 여1", , , , , 
1114,서울특별시 서초구 방배천로 48,서울특별시 서초구 방배동 455-11,126.9827726,37.48073869,방배노인종합복지관,서초구,02-2155-6737,민간개방,"정시(09:00~17:00, 평일만)",빌딩,"남1, 여1,(별도장애인실 남,여)",비상벨, , , , 
1115,서울특별시 서초구 동작대로 26,서울특별시 서초구 방배동 443-24,126.9821306,37.47884311,s오일 가스충전소,서초구,02-2155-6737,공중,상시,주유소및충전소,"남1, 여1", , , , , 
1116,서울특별시 서초구 방배로 76,서울특별시 서초구 방배동 984-1,126.9982474,37.48115751,머리재빌딩,서초구,02-2155-6737,민간개방1,상시,빌딩,"남1, 여1", , , , , 
1117,서울특별시 서초구 방배로 186,서울특별시 서초구 방배동 837-13,126.9923664,37.49025931,동국한방병원,서초구,02-2155-6737,민간개방,"정시(09:00~18:00, 평일만)",병원,"남1, 여1", , , , , 
1118,서울특별시 서초구 마방로10길 25,서울특별시 서초구 양재동 275-3,127.0438965,37.47660347,트윈타워,서초구,02-2155-6737,민간개방1,상시,빌딩,"남1, 여1",손건조기, , , , 
1119,서울특별시 서초구 논현로 87,서울특별시 서초구 양재동 275-6,127.0441977,37.47755818,삼호물산빌딩,서초구,02-2155-6737,민간개방1,상시,빌딩,"남1, 여1", , , , , 
1120,서울특별시 서초구 태봉로 70,서울특별시 서초구 우면동 721-1,127.025564,37.46453351,우면프라자,서초구, ,민간개방1,상시,빌딩, , , , , , 
1121,서울특별시 강남구 언주로 709,서울특별시 강남구 논현동 84,127.0349146,37.51678616,송암빌딩,강남구,02-3423-5963,민간개방1,상시,빌딩, , , , , , 
1122,"서울특별시 강남구 삼성로85길 11, 102동 (대치동, 롯데캐슬아파트)",서울특별시 강남구 대치동 893,127.0567464,37.50462144,롯데캐슬상가,강남구,02-3423-5963,민간개방,상시,상가(시장), , , , , , 
1123,서울특별시 강남구 테헤란로 418,서울특별시 강남구 대치동 890-12,127.0522091,37.50509351,다봉타워빌딩,강남구,02-3423-5963,민간개방1,정시,빌딩, , , , , , 
1124,서울특별시 강남구 영동대로 210,서울특별시 강남구 대치동 66,127.0718099,37.4976477,쌍용(아)종합 상가,강남구,02-3423-5963,민간개방,정시,상가(시장), , , , , , 
1125,서울특별시 강남구 남부순환로 2909,서울특별시 강남구 대치동 651,127.0573901,37.49218034,여천빌딩,강남구,02-3423-5963,민간개방1,정시,빌딩, , , , , , 
1126,서울특별시 강남구 남부순환로 2942,서울특별시 강남구 대치동 507-1,127.062303,37.49364263,대치풍림빌딩,강남구,02-3423-5963,민간개방1,정시,빌딩,"남1,여1", , , , , 
1127,서울특별시 강남구 도곡로 408,서울특별시 강남구 대치동 1024,127.0552167,37.49661948,D'mark빌딩,강남구,02-3423-5963,민간개방1,정시,빌딩, , , , , , 
1128,서울특별시 강남구 언주로 601,서울특별시 강남구 논현동 237-11,127.0377661,37.50885977,파크랜드빌딩,강남구,02-3423-5963,민간개방1,상시,빌딩, , , , , , 
1129,서울특별시 강남구 언주로 609,서울특별시 강남구 논현동 231-9,127.036724,37.50990595,팍스타워,강남구,02-3423-5963,민간개방1,상시,빌딩, , , , , , 
1130,서울특별시 강남구 논현로 640,서울특별시 강남구 논현동 221,127.0327201,37.51072901,SK힐탑 주유소,강남구,02-3423-5963,공중,상시,주유소및충전소, , , , , , 
1131,서울특별시 강남구 개포로 307,서울특별시 강남구 개포동 652,127.0569569,37.48386008,개포우성3차(아) 상가,강남구,02-3423-5963,민간개방,정시,상가(시장), , , , , , 
1132,서울특별시 강남구 삼성로 38,서울특별시 강남구 개포동 186-1,127.0668284,37.4886833,개포빌딩,강남구,02-3423-5963,민간개방1,상시,빌딩, , , , , , 
1133,서울특별시 강남구 개포로 516,서울특별시 강남구 개포동 185,127.0711717,37.48824348,개포7단지상가,강남구,02-3423-5963,민간개방,정시,상가(시장), , , , , , 
1134,서울특별시 강남구 논현로10길 29,서울특별시 강남구 개포동 1197-2,127.0503936,37.47528776,전남친환경유통센터빌딩,강남구,02-3423-5963,민간개방1,정시,빌딩,"남1,여1", , , , , 
1135,서울특별시 강남구 개포로82길 11,서울특별시 강남구 개포동 186-3,127.0674266,37.4885538,삼우빌딩(개포5단지),강남구,02-3423-5963,민간개방1,상시,빌딩, , , , , , 
1136,서울특별시 강남구 삼성로 40,서울특별시 강남구 개포동 186,127.0665912,37.48893933,청송빌딩,강남구,02-3423-5963,민간개방1,정시,빌딩, , , , , , 
1137,서울특별시 강남구 언주로 726,서울특별시 강남구 논현동 105-7,127.0351819,37.51937833,두산빌딩,강남구,02-3423-5963,민간개방1,상시,빌딩,"남1,여1", , , , , 
1138,서울특별시 강남구 언주로 725,서울특별시 강남구 논현동 70-13,127.0344213,37.51928284,보전빌딩,강남구,02-3423-5963,민간개방1,정시,빌딩, , , , , , 
1139,서울특별시 강남구 영동대로 316,서울특별시 강남구 대치동 1008-4,127.0671492,37.5026804,새마을운동중앙회,강남구,02-3423-5963,민간개방1,상시,빌딩,"남1,여1", , , , , 
1140,서울특별시 강남구 삼성로 212,서울특별시 강남구 대치동 316,127.0636498,37.49888141,은마종합상가,강남구,02-3423-5963,민간개방,상시,상가(시장), , , , , , 
1141,"서울특별시 강남구 선릉로 120, 14동 (대치동, 개포1,2차우성아파트)",서울특별시 강남구 대치동 500,127.0575231,37.49069177,그랑프리엔,강남구,02-3423-5963,민간개방,정시,상가(시장), , , , , , 
1303,서울특별시 관악구 호암로 454-16,서울특별시 관악구 신림동 산 57-14,126.9281052,37.4555369,송암약수터,관악구,02-879-6522,공중,상시,공원, , , , , , 
1304, ,서울특별시 관악구 신림동  산 63-5,126.9376083,37.46249645,보덕사(3),관악구,02-879-6522,공중,상시,공원, , , , , , 
1305, ,서울특별시 관악구 신림동  산 57-13,126.9274152,37.4570658,삼호약수터B,관악구,02-879-6522,공중,상시,공원, , , , , , 
1306,서울특별시 관악구 낙성대로 76-10,서울특별시 관악구 봉천동 산 51-1,126.9572749,37.47190067,낙성배드민턴장 옆(2),관악구,02-879-6522,공중,상시,공용시설, , , , , , 
1307,서울특별시 관악구 원신길 49-2,서울특별시 관악구 신림동 808-142,126.9324983,37.47003655,1-4 삼성동,관악구,02-879-6274,공중,상시,화장실, , , , , , 
1308,서울특별시 관악구 남부순환로194길 81-12,서울특별시 관악구 신림동 산 170-132,126.9345809,37.48171931,장군봉(복지시설),관악구,02-879-6522,공중,상시,공원, , , , , , 
1309,서울특별시 관악구 관악로 1,서울특별시 관악구 신림동  산 56-1,126.9571315,37.45333696,서울대공학관,관악구,02-879-6522,공중,상시,공원, , , , , , 
1310,서울특별시 관악구 관악산나들길 149,서울특별시 관악구 신림동 산 56-2,126.9465547,37.4475034,삼막정,관악구,02-879-6522,공중,상시,공원, , , , , , 
1311,서울특별시 관악구 관악산나들길 149,서울특별시 관악구 신림동 산 56-2,126.947855,37.4467118,제4야영장A,관악구,02-879-6522,공중,상시,공원, , , , , , 
1312,서울특별시 관악구 남부순환로 1583,서울특별시 관악구 신림동 1433-158,126.9263544,37.48413014,봉림화장실,관악구,02-879-6274,공중,상시,화장실,"남1, 여1","기저귀교환대, 손건조기", , , , 
1313,서울특별시 관악구 난곡로 372-3,서울특별시 관악구 신림동 517,126.9133776,37.48721272,신대방역화장실,관악구,02-879-6274,공중,상시,화장실,"남1, 여1","기저귀교환대, 손건조기,비상벨", , , , 
1314, ,서울특별시 관악구 신림동  산 169-48,126.9357641,37.48163884,장군봉(노인정),관악구,02-879-6522,공중,상시,공원, , , , , , 
1315,서울특별시 관악구 관악로5길 91-39,서울특별시 관악구 봉천동 산 175-36,126.9495952,37.47471938,청룡배드민턴장 옆,관악구,02-879-6522,공중,상시,공용시설, , , , , , 
1316,서울특별시 관악구 관악산나들길 149,서울특별시 관악구 신림동 산 56-2,126.944989,37.4474826,제1야영장(2),관악구,02-879-6522,공중,상시,공원, , , , , , 
1317, ,서울특별시 관악구 신림동  산 29,126.9443084,37.4630774,경로구역 B,관악구,02-879-6522,공중,상시,공원, , , , , , 
1318, ,서울특별시 관악구 신림동  산 29,126.942744,37.45989186,구용화사(2),관악구,02-879-6522,공중,상시,공원, , , , , , 
1319,서울특별시 관악구 난곡로24길 100,서울특별시 관악구 신림동 산 90-3,126.9233289,37.46613172,일삼별약수터,관악구,02-879-6522,공중,상시,공원, , , , , , 
1320, ,서울특별시 관악구 신림동  산 29,126.945384,37.4628932,경로구역 A,관악구,02-879-6522,공중,상시,공원, ,비상벨, , , , 
